PortfolioManager,SecurityType,Elbow,Currency,Net Amount,Quantity
S598958A,CB,3,USD,87828.72,1111779.00
S598958A,CB,3,USD,606347.45,2787866.00
S598958A,CB,3,USD,156559.34,719829.00
S598958A,CB,3,USD,263569.99,1766594.00
S598958A,CB,3,USD,190259.37,1463566.00
S598958A,CB,3,USD,301717.16,1018993.00
S598958A,CB,3,USD,222270.55,640010.00
S598958A,CB,3,USD,290272.13,737309.00
