PortfolioManager,SecurityType,Elbow,Currency,Net Amount,Quantity
S598958A,CB,0,USD,1226732.53,30418.00
S598958A,CB,0,USD,1447541.97,23911.00
S598958A,CB,0,USD,7267117.48,22957.00
S598958A,CB,0,USD,1137612.87,23317.00
S598958A,CB,0,USD,1406437.77,38333.00
S598958A,CB,0,USD,4842729.61,60451.00
S598958A,CB,0,USD,1598271.21,14031.00
S598958A,CB,0,USD,2136869.88,11982.00
S598958A,CB,0,USD,1251004.30,4018.00
S598958A,CB,0,USD,3895175.52,16452.00
S598958A,CB,0,USD,1131037.92,53936.00
S598958A,CB,0,USD,6320761.02,70497.00
S598958A,CB,0,USD,2884595.22,12266.00
S598958A,CB,0,USD,6152375.50,106775.00
S598958A,CB,0,USD,3139330.48,14872.00
S598958A,CB,0,USD,2012708.81,6767.00
S598958A,CB,0,USD,1903043.94,34062.00
S598958A,CB,0,USD,1847491.91,12133.00
S598958A,CB,0,USD,2130710.40,7020.00
S598958A,CB,0,USD,1700539.76,38596.00
S598958A,CB,0,USD,1370356.00,9490.00
S598958A,CB,0,USD,2059338.25,9925.00
S598958A,CB,0,USD,7885940.40,26234.00
S598958A,CB,0,USD,1674125.82,23733.00
S598958A,CB,0,USD,1643561.30,17494.00
S598958A,CB,0,USD,4409155.40,20852.00
S598958A,CB,0,USD,3478209.62,19223.00
S598958A,CB,0,USD,2666570.50,36025.00
S598958A,CB,0,USD,1866516.90,13190.00
S598958A,CB,0,USD,2092557.25,37135.00
S598958A,CB,0,USD,2443270.00,18580.00
S598958A,CB,0,USD,1930623.02,15817.00
S598958A,CB,0,USD,2587386.24,21222.00
S598958A,CB,0,USD,2217252.57,4341.00
S598958A,CB,0,USD,1368036.79,13679.00
S598958A,CB,0,USD,4574584.04,14804.00
S598958A,CB,0,USD,1930538.16,12549.00
S598958A,CB,0,USD,2640197.12,51728.00
S598958A,CB,0,USD,1188567.01,6491.00
S598958A,CB,0,USD,1835070.66,32993.00
S598958A,CB,0,USD,2940027.60,31620.00
S598958A,CB,0,USD,1487008.36,15419.00
S598958A,CB,0,USD,2222493.52,35033.00
S598958A,CB,0,USD,1364067.45,6945.00
S598958A,CB,0,USD,1259236.57,24091.00
S598958A,CB,0,USD,7035046.55,30205.00
S598958A,CB,0,USD,1350124.38,2277.00
S598958A,CB,0,USD,7971785.60,24580.00
S598958A,CB,0,USD,3776026.24,11104.00
S598958A,CB,0,USD,2096610.32,33578.00
S598958A,CB,0,USD,1175961.30,10015.00
S598958A,CB,0,USD,3283143.24,59988.00
S598958A,CB,0,USD,1439397.56,4996.00
S598958A,CB,0,USD,4496209.67,48941.00
S598958A,CB,0,USD,3529147.50,24525.00
S598958A,CB,0,USD,4494989.80,37118.00
S598958A,CB,0,USD,1437912.00,8100.00
S598958A,CB,0,USD,1492602.40,8720.00
S598958A,CB,0,USD,1712131.80,11514.00
S598958A,CB,0,USD,1310774.60,6164.00
S598958A,CB,0,USD,3517881.85,13535.00
S598958A,CB,0,USD,3605459.00,34502.00
S598958A,CB,0,USD,3755807.65,32515.00
S598958A,CB,0,USD,2183686.72,10336.00
S598958A,CB,0,USD,1300646.97,10809.00
S598958A,CB,0,USD,1228386.00,10200.00
S598958A,CB,0,USD,2918380.68,6876.00
S598958A,CB,0,USD,1233192.30,16190.00
S598958A,CB,0,USD,7898838.75,202275.00
S598958A,CB,0,USD,2318289.75,1159.00
S598958A,CB,0,USD,1299110.95,16865.00
S598958A,CB,0,USD,1373665.44,6482.00
S598958A,CB,0,USD,1398139.84,2363.00
S598958A,CB,0,USD,3457404.07,49300.00
S598958A,CB,0,USD,1376905.92,12896.00
S598958A,CB,0,USD,1215774.72,34816.00
S598958A,CB,0,USD,1633754.92,5222.00
S598958A,CB,0,USD,5536718.07,38613.00
S598958A,CB,0,USD,1907690.40,22792.00
S598958A,CB,0,USD,3956457.36,12136.00
S598958A,CB,0,USD,6160207.80,153239.00
S598958A,CB,0,USD,2211533.43,39869.00
S598958A,CB,0,USD,7188038.20,49910.00
S598958A,CB,0,USD,3815784.60,12234.00
S598958A,CB,0,USD,1924415.48,20189.00
S598958A,CB,0,USD,1665182.61,8323.00
S598958A,CB,0,USD,1453057.20,6104.00
S598958A,CB,0,USD,7557095.74,120451.00
S598958A,CB,0,USD,1935268.20,8915.00
S598958A,CB,0,USD,8722901.28,69054.00
S598958A,CB,0,USD,3312171.72,23396.00
S598958A,CB,0,USD,1240877.96,8498.00
S598958A,CB,0,USD,1283460.42,21274.00
S598958A,CB,0,USD,7873152.00,117160.00
S598958A,CB,0,USD,6927314.80,114520.00
S598958A,CB,0,USD,3451764.75,25885.00
S598958A,CB,0,USD,1347541.71,4071.00
S598958A,CB,0,USD,1628932.20,4340.00
S598958A,CB,0,USD,1634498.10,25579.00
S598958A,CB,0,USD,4377597.84,64911.00
S598958A,CB,0,USD,1814103.72,30654.00
S598958A,CB,0,USD,3455578.40,22468.00
S598958A,CB,0,USD,1403811.00,5777.00
S598958A,CB,0,USD,5911628.87,52357.00
S598958A,CB,0,USD,1914610.62,30381.00
S598958A,CB,0,USD,2835108.96,15924.00
S598958A,CB,0,USD,3437096.65,10985.00
S598958A,CB,0,USD,1764021.87,10803.00
S598958A,CB,0,USD,1253306.61,12303.00
S598958A,CB,0,USD,1338741.00,16110.00
S598958A,CB,0,USD,2088790.44,7491.00
S598958A,CB,0,USD,3834134.15,43085.00
S598958A,CB,0,USD,3562487.10,19785.00
S598958A,CB,0,USD,3026243.08,32702.00
S598958A,CB,0,USD,1983722.40,29040.00
S598958A,CB,0,USD,7704516.68,224164.00
S598958A,CB,0,USD,1954020.50,3202.00
S598958A,CB,0,USD,1187135.04,6096.00
S598958A,CB,0,USD,1753417.42,3266.00
S598958A,CB,0,USD,3682441.28,17584.00
S598958A,CB,0,USD,5964797.15,125707.00
S598958A,CB,0,USD,4238016.88,16948.00
S598958A,CB,0,USD,1230070.92,7807.00
S598958A,CB,0,USD,3571571.78,40949.00
S598958A,CB,0,USD,1670963.64,7122.00
S598958A,CB,0,USD,2752036.78,241831.00
S598958A,CB,0,USD,1340766.18,3666.00
S598958A,CB,0,USD,1588066.74,13977.00
S598958A,CB,0,USD,5764203.83,117469.00
S598958A,CB,0,USD,1283228.73,26919.00
S598958A,CB,0,USD,2529172.00,17020.00
S598958A,CB,0,USD,1769287.04,7712.00
S598958A,CB,0,USD,2182819.92,15303.00
S598958A,CB,0,USD,1466946.15,7221.00
S598958A,CB,0,USD,2179810.38,8823.00
S598958A,CB,0,USD,4561033.02,39282.00
S598958A,CB,0,USD,1174660.05,14127.00
S598958A,CB,0,USD,4488951.12,24562.00
S598958A,CB,0,USD,5176104.90,106570.00
S598958A,CB,0,USD,2899233.56,17702.00
S598958A,CB,0,USD,4692688.35,13405.00
S598958A,CB,0,USD,1157887.56,4497.00
S598958A,CB,0,USD,1288961.46,14138.00
S598958A,CB,0,USD,1586306.72,30838.00
S598958A,CB,0,USD,2094430.77,7209.00
S598958A,CB,0,USD,1549195.70,31655.00
S598958A,CB,0,USD,1346130.32,6121.00
S598958A,CB,0,USD,1606643.22,21531.00
S598958A,CB,0,USD,2162447.35,39353.00
S598958A,CB,0,USD,1246863.69,20511.00
S598958A,CB,0,USD,2275624.35,19405.00
S598958A,CB,0,USD,1742663.64,9092.00
S598958A,CB,0,USD,1836064.56,26400.00
S598958A,CB,0,USD,1182751.20,17000.00
S598958A,CB,0,USD,4406717.10,283761.00
S598958A,CB,0,USD,3027056.78,65797.00
S598958A,CB,0,USD,1463199.85,18119.00
S598958A,CB,0,USD,8801231.52,566834.00
S598958A,CB,0,USD,2369948.12,152634.00
S598958A,CB,0,USD,1381521.20,6430.00
S598958A,CB,0,USD,3448007.96,11161.00
S598958A,CB,0,USD,1145352.29,800.00
S598958A,CB,0,USD,3308130.00,20387.00
S598958A,CB,0,USD,1162669.81,5227.00
S598958A,CB,0,USD,3231833.08,47500.00
S598958A,CB,0,USD,1530073.44,4896.00
S598958A,CB,0,USD,3418914.10,10940.00
S598958A,CB,0,USD,2033060.87,1112.00
S598958A,CB,0,USD,1144220.53,798.00
S598958A,CB,0,USD,1127328.18,2997.00
S598958A,CB,0,USD,1234675.43,18300.00
S598958A,CB,0,USD,1300456.92,39194.00
S598958A,CB,0,USD,1515528.00,22400.00
S598958A,CB,0,USD,6370195.90,102826.00
S598958A,CB,0,USD,7315516.98,269553.00
S598958A,CB,0,USD,2249874.34,128293.00
S598958A,CB,0,USD,2895783.72,106698.00
S598958A,CB,0,USD,2177730.94,23705.00
S598958A,CB,0,USD,8355258.13,476436.00
S598958A,CB,0,USD,1147553.88,3036.00
S598958A,CB,0,USD,2510470.00,36500.00
S598958A,CB,0,USD,1876099.06,27300.00
S598958A,CB,0,USD,1893367.13,109646.00
S598958A,CB,0,USD,4921614.58,201958.00
S598958A,CB,0,USD,1325261.90,54382.00
S598958A,CB,0,USD,1188622.43,6608.00
S598958A,CB,0,USD,4062483.36,98892.00
S598958A,CB,0,USD,4637035.30,135549.00
S598958A,CB,0,USD,1478225.96,4599.00
S598958A,CB,0,USD,2353413.63,86111.00
S598958A,CB,0,USD,2666296.04,77922.00
S598958A,CB,0,USD,1184940.79,3084.00
S598958A,CB,0,USD,5592286.25,70454.00
S598958A,CB,0,USD,1518602.50,19132.00
S598958A,CB,0,USD,1153801.37,2982.00
S598958A,CB,0,USD,1642458.60,265770.00
S598958A,CB,0,USD,4509858.40,37420.00
S598958A,CB,0,USD,2575467.93,111831.00
S598958A,CB,0,USD,4215162.73,183033.00
S598958A,CB,0,USD,1224724.24,10162.00
S598958A,CB,0,USD,9483984.30,411810.00
S598958A,CB,0,USD,4529637.85,39835.00
S598958A,CB,0,USD,1254483.27,18100.00
S598958A,CB,0,USD,1187764.04,3030.00
S598958A,CB,0,USD,3160821.78,57151.00
S598958A,CB,0,USD,1224680.33,3108.00
S598958A,CB,0,USD,1137642.35,2950.00
S598958A,CB,0,USD,1230383.40,3308.00
S598958A,CB,0,USD,2037129.60,12120.00
S598958A,CB,0,USD,1942590.87,6743.00
S598958A,CB,0,USD,1267462.35,4042.00
S598958A,CB,0,USD,7091454.97,22615.00
S598958A,CB,0,USD,2094628.29,29086.00
S598958A,CB,0,USD,2946877.28,45200.00
S598958A,CB,0,USD,1789598.83,5272.00
S598958A,CB,0,USD,1433204.38,94726.00
S598958A,CB,0,USD,1360127.16,18938.00
S598958A,CB,0,USD,1373992.07,45786.00
S598958A,CB,0,USD,3405663.21,104081.00
S598958A,CB,0,USD,2015955.41,32000.00
S598958A,CB,0,USD,4481518.72,136640.00
S598958A,CB,0,USD,7810113.78,238710.00
S598958A,CB,0,USD,2041145.15,62386.00
S598958A,CB,0,USD,1724195.21,5636.00
S598958A,CB,0,USD,4011268.50,27450.00
S598958A,CB,0,USD,2316913.16,36418.00
S598958A,CB,0,USD,2466306.62,42100.00
S598958A,CB,0,USD,1617300.95,25667.00
S598958A,CB,0,USD,1422023.15,7981.00
S598958A,CB,0,USD,1236119.31,8728.00
S598958A,CB,0,USD,1268756.15,995.00
S598958A,CB,0,USD,4070289.40,25296.00
S598958A,CB,0,USD,2614423.64,1382.00
S598958A,CB,0,USD,1315015.57,6487.00
S598958A,CB,0,USD,1270108.88,992.00
S598958A,CB,0,USD,3951733.16,13850.00
S598958A,CB,0,USD,3112032.00,92400.00
S598958A,CB,0,USD,7572532.01,55279.00
S598958A,CB,0,USD,1627959.45,11884.00
S598958A,CB,0,USD,1486391.14,29800.00
S598958A,CB,0,USD,1983577.16,35273.00
S598958A,CB,0,USD,2406135.80,61538.00
S598958A,CB,0,USD,9042617.90,231269.00
S598958A,CB,0,USD,1501537.07,27863.00
S598958A,CB,0,USD,2976258.30,111556.00
S598958A,CB,0,USD,1590432.04,30704.00
S598958A,CB,0,USD,1517115.60,30030.00
S598958A,CB,0,USD,1981709.33,74474.00
S598958A,CB,0,USD,3241461.49,124537.00
S598958A,CB,0,USD,1408060.75,29153.00
S598958A,CB,0,USD,1894974.37,74053.00
S598958A,CB,0,USD,1983207.05,38825.00
S598958A,CB,0,USD,2529474.72,91849.00
S598958A,CB,0,USD,2049552.32,39136.00
S598958A,CB,0,USD,2017459.01,73283.00
S598958A,CB,0,USD,2470739.20,87866.00
S598958A,CB,0,USD,2542679.59,85614.00
S598958A,CB,0,USD,5011033.20,94800.00
S598958A,CB,0,USD,2395724.14,19061.00
S598958A,CB,0,USD,2267940.73,66686.00
S598958A,CB,0,USD,6195448.93,41383.00
S598958A,CB,0,USD,1800477.12,1621.00
S598958A,CB,0,USD,1804188.75,1625.00
S598958A,CB,0,USD,4292348.49,2259.00
S598958A,CB,0,USD,2046867.20,13054.00
S598958A,CB,0,USD,1184119.30,22435.00
S598958A,CB,0,USD,1500339.02,9286.00
S598958A,CB,0,USD,1906298.70,10610.00
S598958A,CB,0,USD,1236010.86,23597.00
S598958A,CB,0,USD,5613024.00,22656.00
S598958A,CB,0,USD,1550747.10,17015.00
S598958A,CB,0,USD,1182865.95,39627.00
S598958A,CB,0,USD,1758498.09,14277.00
S598958A,CB,0,USD,1246001.94,5139.00
S598958A,CB,0,USD,1490515.04,13528.00
S598958A,CB,0,USD,8475061.00,160300.00
S598958A,CB,0,USD,2683900.02,93094.00
S598958A,CB,0,USD,1192482.90,4815.00
S598958A,CB,0,USD,1127543.52,5917.00
S598958A,CB,0,USD,8988737.31,172400.00
S598958A,CB,0,USD,2423502.90,45500.00
S598958A,CB,0,USD,1519015.00,28068.00
S598958A,CB,0,USD,1127634.57,39567.00
S598958A,CB,0,USD,2942142.96,57600.00
S598958A,CB,0,USD,1986608.65,38285.00
S598958A,CB,0,USD,1425276.90,12486.00
S598958A,CB,0,USD,1295773.08,39956.00
S598958A,CB,0,USD,2015704.98,38700.00
S598958A,CB,0,USD,1309228.88,5386.00
S598958A,CB,0,USD,2306905.92,15066.00
S598958A,CB,0,USD,1397952.06,37239.00
S598958A,CB,0,USD,2907806.90,2630.00
S598958A,CB,0,USD,2399903.66,21949.00
S598958A,CB,0,USD,3029151.40,17215.00
S598958A,CB,0,USD,1429807.94,33938.00
S598958A,CB,0,USD,1505969.52,15864.00
S598958A,CB,0,USD,1131252.56,20632.00
S598958A,CB,0,USD,6991757.15,3665.00
S598958A,CB,0,USD,3380380.19,21179.00
S598958A,CB,0,USD,1714944.00,9600.00
S598958A,CB,0,USD,2983986.48,23164.00
S598958A,CB,0,USD,1804033.52,64292.00
S598958A,CB,0,USD,1426599.85,26443.00
S598958A,CB,0,USD,1449809.49,12273.00
S598958A,CB,0,USD,1653934.48,22408.00
S598958A,CB,0,USD,8855978.28,36759.00
S598958A,CB,0,USD,1283197.20,4260.00
S598958A,CB,0,USD,1409325.00,71250.00
S598958A,CB,0,USD,1404295.13,3857.00
S598958A,CB,0,USD,2906264.07,2637.00
S598958A,CB,0,USD,1785979.44,7812.00
S598958A,CB,0,USD,1926652.00,36400.00
S598958A,CB,0,USD,1141141.94,16642.00
S598958A,CB,0,USD,2329033.85,27605.00
S598958A,CB,0,USD,1978857.54,8338.00
S598958A,CB,0,USD,1191201.90,15555.00
S598958A,CB,0,USD,1431500.58,37337.00
S598958A,CB,0,USD,1546934.32,48707.00
S598958A,CB,0,USD,2267646.17,78467.00
S598958A,CB,0,USD,1876181.88,34045.00
S598958A,CB,0,USD,1823220.36,32922.00
S598958A,CB,0,USD,5525752.40,65471.00
S598958A,CB,0,USD,1235362.80,14637.00
S598958A,CB,0,USD,2425976.41,504361.00
S598958A,CB,0,USD,1636758.19,9169.00
S598958A,CB,0,USD,5895302.36,20078.00
S598958A,CB,0,USD,1487986.50,10901.00
S598958A,CB,0,USD,3906767.25,36735.00
S598958A,CB,0,USD,2209563.90,3537.00
S598958A,CB,0,USD,1274028.08,158068.00
S598958A,CB,0,USD,2060750.03,50299.00
S598958A,CB,0,USD,7206739.40,57839.00
S598958A,CB,0,USD,1634402.29,3313.00
S598958A,CB,0,USD,2761701.81,22177.00
S598958A,CB,0,USD,4623304.66,573611.00
S598958A,CB,0,USD,1421970.40,25070.00
S598958A,CB,0,USD,4440032.01,89861.00
S598958A,CB,0,USD,1802609.34,57813.00
S598958A,CB,0,USD,8053208.52,105602.00
S598958A,CB,0,USD,3007302.26,53962.00
S598958A,CB,0,USD,5062575.90,24645.00
S598958A,CB,0,USD,1620383.64,38316.00
S598958A,CB,0,USD,4693883.04,16632.00
S598958A,CB,0,USD,8323300.12,302996.00
S598958A,CB,0,USD,2937558.39,25493.00
S598958A,CB,0,USD,1703575.44,12132.00
S598958A,CB,0,USD,4076238.21,51683.00
S598958A,CB,0,USD,2358064.80,10797.00
S598958A,CB,0,USD,3608500.45,10295.00
S598958A,CB,0,USD,1531755.27,10401.00
S598958A,CB,0,USD,1841787.50,24250.00
S598958A,CB,0,USD,1706175.23,9143.00
S598958A,CB,0,USD,2543569.32,11218.00
S598958A,CB,0,USD,2616230.66,29066.00
S598958A,CB,0,USD,8728049.84,36821.00
S598958A,CB,0,USD,3876912.27,38773.00
S598958A,CB,0,USD,1221895.22,17147.00
S598958A,CB,0,USD,1322529.89,15277.00
S598958A,CB,0,USD,1945939.02,21019.00
S598958A,CB,0,USD,3089896.88,47362.00
S598958A,CB,0,USD,1606620.47,6097.00
S598958A,CB,0,USD,3583902.56,26516.00
S598958A,CB,0,USD,4741386.45,64535.00
S598958A,CB,0,USD,1603722.96,34006.00
S598958A,CB,0,USD,2582620.00,14864.00
S598958A,CB,0,USD,5400265.28,97232.00
S598958A,CB,0,USD,2628924.32,22924.00
S598958A,CB,0,USD,1601686.88,5492.00
S598958A,CB,0,USD,3191397.60,23852.00
S598958A,CB,0,USD,1441306.67,16189.00
S598958A,CB,0,USD,1245495.24,12111.00
S598958A,CB,0,USD,3089057.16,48986.00
S598958A,CB,0,USD,1155459.91,25267.00
S598958A,CB,0,USD,2041991.80,23689.00
S598958A,CB,0,USD,1485657.39,20489.00
S598958A,CB,0,USD,1870857.00,23097.00
S598958A,CB,0,USD,8803608.32,1830272.00
S598958A,CB,0,USD,5825053.68,73308.00
S598958A,CB,0,USD,1268744.27,9127.00
S598958A,CB,0,USD,1724443.11,21177.00
S598958A,CB,0,USD,1219462.97,11693.00
S598958A,CB,0,USD,4008046.56,26341.00
S598958A,CB,0,USD,7724155.60,229544.00
S598958A,CB,0,USD,2541921.12,10666.00
S598958A,CB,0,USD,1209180.70,6230.00
S598958A,CB,0,USD,1635731.08,8651.00
S598958A,CB,0,USD,1831438.90,32255.00
S598958A,CB,0,USD,6874796.27,175961.00
S598958A,CB,0,USD,2252896.00,30610.00
S598958A,CB,0,USD,6729191.52,335788.00
S598958A,CB,0,USD,1294376.13,15787.00
S598958A,CB,0,USD,4894874.82,35046.00
S598958A,CB,0,USD,1155264.86,13438.00
S598958A,CB,0,USD,2404178.87,35549.00
S598958A,CB,0,USD,1911641.34,31866.00
S598958A,CB,0,USD,1431076.28,3407.00
S598958A,CB,0,USD,2420816.97,10137.00
S598958A,CB,0,USD,1847474.67,14219.00
S598958A,CB,0,USD,3854444.31,16453.00
S598958A,CB,0,USD,2038843.62,6501.00
S598958A,CB,0,USD,1548510.00,18175.00
S598958A,CB,0,USD,1175151.84,34809.00
S598958A,CB,0,USD,1539298.95,10815.00
S598958A,CB,0,USD,4493510.45,20273.00
