PortfolioManager,SecurityType,Elbow,Currency,Net Amount,Quantity
S598958A,CB,0,USD,3395812.50,90555.00
S598958A,CB,0,USD,1258730.37,21751.00
S598958A,CB,0,USD,2066526.00,48510.00
S598958A,CB,0,USD,1312668.72,6017.00
S598958A,CB,0,USD,3777659.48,29638.00
S598958A,CB,0,USD,1977608.40,13355.00
S598958A,CB,0,USD,2249091.68,7484.00
S598958A,CB,0,USD,2136477.84,1736.00
S598958A,CB,0,USD,2511389.35,17245.00
S598958A,CB,0,USD,8085733.95,45245.00
S598958A,CB,0,USD,1593819.81,47421.00
S598958A,CB,0,USD,1680580.88,33652.00
S598958A,CB,0,USD,3033826.80,59721.00
S598958A,CB,0,USD,9385172.24,171544.00
S598958A,CB,0,USD,1498287.96,45513.00
S598958A,CB,0,USD,1406059.20,6734.00
S598958A,CB,0,USD,4796909.16,55597.00
S598958A,CB,0,USD,9018432.00,39296.00
S598958A,CB,0,USD,1672756.03,20933.00
S598958A,CB,0,USD,4500157.20,48703.00
S598958A,CB,0,USD,5008380.24,31236.00
S598958A,CB,0,USD,2048639.91,27831.00
S598958A,CB,0,USD,1221706.80,9720.00
S598958A,CB,0,USD,3990272.52,28794.00
S598958A,CB,0,USD,2299071.17,30239.00
S598958A,CB,0,USD,4941767.12,36791.00
S598958A,CB,0,USD,6394735.92,188302.00
S598958A,CB,0,USD,2138211.27,10517.00
S598958A,CB,0,USD,1574706.77,12467.00
S598958A,CB,0,USD,7030791.60,58840.00
S598958A,CB,0,USD,1293462.04,4316.00
S598958A,CB,0,USD,6883031.56,175498.00
S598958A,CB,0,USD,4104672.72,52476.00
S598958A,CB,0,USD,1942252.92,13218.00
S598958A,CB,0,USD,6191665.28,25384.00
S598958A,CB,0,USD,2216666.64,4793.00
S598958A,CB,0,USD,1636047.48,48318.00
S598958A,CB,0,USD,2392603.52,13616.00
S598958A,CB,0,USD,2264432.72,19756.00
S598958A,CB,0,USD,1236662.70,4670.00
S598958A,CB,0,USD,1322435.76,24216.00
S598958A,CB,0,USD,3612479.20,22280.00
S598958A,CB,0,USD,7019216.40,74760.00
S598958A,CB,0,USD,4188874.88,159637.00
S598958A,CB,0,USD,2374847.96,34141.00
S598958A,CB,0,USD,4093465.32,18372.00
S598958A,CB,0,USD,5289405.84,18324.00
S598958A,CB,0,USD,6575893.29,18177.00
S598958A,CB,0,USD,2307753.84,17948.00
S598958A,CB,0,USD,2899526.12,77486.00
S598958A,CB,0,USD,1770157.33,13061.00
S598958A,CB,0,USD,1839333.60,58953.00
S598958A,CB,0,USD,1496950.65,9711.00
S598958A,CB,0,USD,1422250.70,9230.00
S598958A,CB,0,USD,3271798.01,115276.00
S598958A,CB,0,USD,1266621.54,31098.00
S598958A,CB,0,USD,4501055.82,61339.00
S598958A,CB,0,USD,5891661.60,78430.00
S598958A,CB,0,USD,1320948.72,40322.00
S598958A,CB,0,USD,2537708.80,15488.00
S598958A,CB,0,USD,1893240.37,45919.00
S598958A,CB,0,USD,1519722.82,315892.00
S598958A,CB,0,USD,2187180.00,43500.00
S598958A,CB,0,USD,1952214.76,7822.00
S598958A,CB,0,USD,1712937.60,10560.00
S598958A,CB,0,USD,2044829.28,4891.00
S598958A,CB,0,USD,2613620.32,31792.00
S598958A,CB,0,USD,1514112.50,55625.00
S598958A,CB,0,USD,7011813.44,159941.00
S598958A,CB,0,USD,2441565.00,362250.00
S598958A,CB,0,USD,1932998.34,18798.00
S598958A,CB,0,USD,2821066.43,6503.00
S598958A,CB,0,USD,1179145.81,40410.00
S598958A,CB,0,USD,1821944.06,33552.00
S598958A,CB,0,USD,1671417.46,28993.00
S598958A,CB,0,USD,2250422.21,74866.00
S598958A,CB,0,USD,1463433.02,24795.00
S598958A,CB,0,USD,1439022.40,24845.00
S598958A,CB,0,USD,1392374.10,23337.00
S598958A,CB,0,USD,2727601.24,91685.00
S598958A,CB,0,USD,1228170.99,20358.00
S598958A,CB,0,USD,1557915.00,28300.00
S598958A,CB,0,USD,2789076.52,44959.00
S598958A,CB,0,USD,2156246.84,72554.00
S598958A,CB,0,USD,1857192.38,74625.00
S598958A,CB,0,USD,3780645.61,21429.00
S598958A,CB,0,USD,1433066.81,10606.00
S598958A,CB,0,USD,1188607.42,2650.00
S598958A,CB,0,USD,2501065.62,8605.00
S598958A,CB,0,USD,8207807.33,3391.00
S598958A,CB,0,USD,1151651.79,5740.00
S598958A,CB,0,USD,1308993.21,7727.00
S598958A,CB,0,USD,2820000.60,2225.00
S598958A,CB,0,USD,1257502.42,3956.00
S598958A,CB,0,USD,2501873.45,19223.00
S598958A,CB,0,USD,6318382.56,48548.00
S598958A,CB,0,USD,1872831.59,22574.00
S598958A,CB,0,USD,2800813.88,2218.00
S598958A,CB,0,USD,1781081.21,43011.00
S598958A,CB,0,USD,6654833.57,267402.00
S598958A,CB,0,USD,1375155.31,25785.00
S598958A,CB,0,USD,1402243.38,5578.00
S598958A,CB,0,USD,2745600.01,16676.00
S598958A,CB,0,USD,8995577.55,69117.00
S598958A,CB,0,USD,2107203.70,81850.00
S598958A,CB,0,USD,3578241.66,42004.00
S598958A,CB,0,USD,1642158.66,10821.00
S598958A,CB,0,USD,3452884.40,36718.00
S598958A,CB,0,USD,2211637.51,15232.00
S598958A,CB,0,USD,2407158.52,25993.00
S598958A,CB,0,USD,3567230.63,13293.00
S598958A,CB,0,USD,2731121.23,18914.00
S598958A,CB,0,USD,1987042.47,43160.00
S598958A,CB,0,USD,3632633.63,12056.00
S598958A,CB,0,USD,5236822.25,44856.00
S598958A,CB,0,USD,3730876.94,18599.00
S598958A,CB,0,USD,2151861.64,12040.00
S598958A,CB,0,USD,6422154.10,38635.00
S598958A,CB,0,USD,1930978.72,3430.00
S598958A,CB,0,USD,1277806.99,7172.00
S598958A,CB,0,USD,1226367.23,11629.00
S598958A,CB,0,USD,3532071.22,69285.00
S598958A,CB,0,USD,2613073.20,8473.00
S598958A,CB,0,USD,4036351.14,88926.00
S598958A,CB,0,USD,5357315.40,26146.00
S598958A,CB,0,USD,3010466.25,2475.00
S598958A,CB,0,USD,3836758.24,1648.00
S598958A,CB,0,USD,5885398.47,89539.00
S598958A,CB,0,USD,2173925.23,12336.00
S598958A,CB,0,USD,1510321.92,10176.00
S598958A,CB,0,USD,5386547.20,104960.00
S598958A,CB,0,USD,1889534.64,14856.00
S598958A,CB,0,USD,3208613.99,2647.00
S598958A,CB,0,USD,2468856.42,24534.00
S598958A,CB,0,USD,1429883.28,6264.00
S598958A,CB,0,USD,2041315.68,14412.00
S598958A,CB,0,USD,4038929.40,66649.00
S598958A,CB,0,USD,1840816.70,5517.00
S598958A,CB,0,USD,1166449.79,17131.00
S598958A,CB,0,USD,1757092.16,31700.00
S598958A,CB,0,USD,2056744.87,68445.00
S598958A,CB,0,USD,1824295.67,32800.00
S598958A,CB,0,USD,2015324.71,32711.00
S598958A,CB,0,USD,2238643.82,35865.00
S598958A,CB,0,USD,2232379.50,35925.00
S598958A,CB,0,USD,2020078.51,31828.00
S598958A,CB,0,USD,1438315.76,45302.00
S598958A,CB,0,USD,2513331.25,79487.00
S598958A,CB,0,USD,1421388.00,24600.00
S598958A,CB,0,USD,2060506.77,32403.00
S598958A,CB,0,USD,8661302.16,184952.00
S598958A,CB,0,USD,2023020.94,103165.00
S598958A,CB,0,USD,9546991.74,83358.00
S598958A,CB,0,USD,1385892.19,93454.00
S598958A,CB,0,USD,1454846.29,74189.00
S598958A,CB,0,USD,1762937.50,56414.00
S598958A,CB,0,USD,1874726.26,30282.00
S598958A,CB,0,USD,2408982.03,51441.00
S598958A,CB,0,USD,1790691.60,28780.00
S598958A,CB,0,USD,3492702.28,235516.00
S598958A,CB,0,USD,2655263.52,23184.00
S598958A,CB,0,USD,5098364.68,259988.00
S598958A,CB,0,USD,1384550.12,44108.00
S598958A,CB,0,USD,1215204.79,39150.00
S598958A,CB,0,USD,1714317.01,58891.00
S598958A,CB,0,USD,1930756.80,63806.00
S598958A,CB,0,USD,1158609.67,37724.00
S598958A,CB,0,USD,1206243.42,20192.00
S598958A,CB,0,USD,1250089.00,22700.00
S598958A,CB,0,USD,1532796.70,25403.00
S598958A,CB,0,USD,1213691.26,19946.00
S598958A,CB,0,USD,9442958.28,25017.00
S598958A,CB,0,USD,1783298.46,11028.00
S598958A,CB,0,USD,2305201.61,161308.00
S598958A,CB,0,USD,3335124.15,8835.00
S598958A,CB,0,USD,3940933.32,9353.00
S598958A,CB,0,USD,1497125.34,3966.00
S598958A,CB,0,USD,8779774.14,20837.00
S598958A,CB,0,USD,3636485.82,254122.00
S598958A,CB,0,USD,2763263.65,138177.00
S598958A,CB,0,USD,1127125.58,36715.00
S598958A,CB,0,USD,1148589.59,20500.00
S598958A,CB,0,USD,2337879.17,85516.00
S598958A,CB,0,USD,2917562.05,94186.00
S598958A,CB,0,USD,1911945.12,32694.00
S598958A,CB,0,USD,2078485.60,3062.00
S598958A,CB,0,USD,2377620.56,40952.00
S598958A,CB,0,USD,1758603.64,3530.00
S598958A,CB,0,USD,3916255.87,7861.00
S598958A,CB,0,USD,1222012.42,41397.00
S598958A,CB,0,USD,2363469.88,39836.00
S598958A,CB,0,USD,1511875.62,50905.00
S598958A,CB,0,USD,3687583.59,119308.00
S598958A,CB,0,USD,1380240.00,24300.00
S598958A,CB,0,USD,1407460.13,37785.00
S598958A,CB,0,USD,2286284.56,13070.00
S598958A,CB,0,USD,2151528.35,115366.00
S598958A,CB,0,USD,1601189.41,7588.00
S598958A,CB,0,USD,3567225.48,16905.00
S598958A,CB,0,USD,1939002.35,31813.00
S598958A,CB,0,USD,1350925.80,14676.00
S598958A,CB,0,USD,2655925.44,18102.00
S598958A,CB,0,USD,7679955.99,463220.00
S598958A,CB,0,USD,3388980.37,181744.00
S598958A,CB,0,USD,2112559.89,127420.00
S598958A,CB,0,USD,3579088.39,19505.00
S598958A,CB,0,USD,2664733.09,46800.00
S598958A,CB,0,USD,1445072.86,6152.00
S598958A,CB,0,USD,2592772.37,1064.00
S598958A,CB,0,USD,6221693.73,25848.00
S598958A,CB,0,USD,3404925.38,10678.00
S598958A,CB,0,USD,1336865.02,5554.00
S598958A,CB,0,USD,1668321.30,34117.00
S598958A,CB,0,USD,1325254.58,20973.00
S598958A,CB,0,USD,2765458.86,4783.00
S598958A,CB,0,USD,1210719.39,2094.00
S598958A,CB,0,USD,1244270.75,33821.00
S598958A,CB,0,USD,1778415.65,213244.00
S598958A,CB,0,USD,2195319.70,22847.00
S598958A,CB,0,USD,6405637.29,768079.00
S598958A,CB,0,USD,2002110.13,559261.00
S598958A,CB,0,USD,1517461.49,41598.00
S598958A,CB,0,USD,1687532.54,457336.00
S598958A,CB,0,USD,1832337.12,98333.00
S598958A,CB,0,USD,7642581.54,231285.00
S598958A,CB,0,USD,4214590.28,1142475.00
S598958A,CB,0,USD,8802534.41,364283.00
S598958A,CB,0,USD,6599864.66,354184.00
S598958A,CB,0,USD,7726182.38,103827.00
S598958A,CB,0,USD,2059500.34,62326.00
S598958A,CB,0,USD,1170110.22,317189.00
S598958A,CB,0,USD,1388222.52,387880.00
S598958A,CB,0,USD,2372083.22,98166.00
S598958A,CB,0,USD,2144983.55,28825.00
S598958A,CB,0,USD,1140769.80,35538.00
S598958A,CB,0,USD,5000203.01,1397095.00
S598958A,CB,0,USD,3617916.24,71410.00
S598958A,CB,0,USD,1505465.54,24900.00
S598958A,CB,0,USD,5534636.68,17746.00
S598958A,CB,0,USD,2794775.14,255021.00
S598958A,CB,0,USD,2502470.95,12802.00
S598958A,CB,0,USD,1409650.21,14494.00
S598958A,CB,0,USD,1824617.60,87722.00
S598958A,CB,0,USD,4856163.63,14779.00
S598958A,CB,0,USD,3593702.88,1457.00
S598958A,CB,0,USD,1447707.21,1011.00
S598958A,CB,0,USD,1303340.42,30864.00
S598958A,CB,0,USD,1517064.92,80867.00
S598958A,CB,0,USD,5395824.00,29088.00
S598958A,CB,0,USD,1130766.07,3641.00
S598958A,CB,0,USD,1455580.14,1015.00
S598958A,CB,0,USD,1131846.56,2884.00
S598958A,CB,0,USD,1450018.59,6293.00
S598958A,CB,0,USD,1290844.94,32317.00
S598958A,CB,0,USD,1253197.83,33644.00
S598958A,CB,0,USD,1240443.05,8145.00
S598958A,CB,0,USD,1444009.15,19184.00
S598958A,CB,0,USD,4419511.75,68717.00
S598958A,CB,0,USD,4132650.34,24092.00
S598958A,CB,0,USD,3383800.67,75856.00
S598958A,CB,0,USD,7182920.02,55788.00
S598958A,CB,0,USD,1554485.77,24170.00
S598958A,CB,0,USD,1453597.83,8474.00
S598958A,CB,0,USD,1474756.90,40185.00
S598958A,CB,0,USD,1190147.15,26680.00
S598958A,CB,0,USD,2526279.37,19621.00
S598958A,CB,0,USD,3526391.50,23155.00
S598958A,CB,0,USD,1276312.82,120107.00
S598958A,CB,0,USD,1344880.25,46537.00
S598958A,CB,0,USD,1251117.34,111087.00
S598958A,CB,0,USD,2174069.37,88629.00
S598958A,CB,0,USD,2417971.66,64142.00
S598958A,CB,0,USD,4730717.79,125054.00
S598958A,CB,0,USD,1124974.89,33020.00
S598958A,CB,0,USD,1642966.50,25374.00
S598958A,CB,0,USD,5104966.59,16288.00
S598958A,CB,0,USD,2092035.00,34100.00
S598958A,CB,0,USD,1195272.83,30468.00
S598958A,CB,0,USD,2263761.38,255769.00
S598958A,CB,0,USD,2927996.90,297537.00
S598958A,CB,0,USD,1382323.40,3919.00
S598958A,CB,0,USD,1372595.84,57743.00
S598958A,CB,0,USD,6472340.95,256336.00
S598958A,CB,0,USD,5147275.13,35273.00
S598958A,CB,0,USD,1310110.93,12105.00
S598958A,CB,0,USD,6187661.29,13691.00
S598958A,CB,0,USD,1572891.00,7801.00
S598958A,CB,0,USD,4080308.38,72333.00
S598958A,CB,0,USD,2080958.20,507562.00
S598958A,CB,0,USD,7416964.77,75831.00
S598958A,CB,0,USD,6252878.64,17880.00
S598958A,CB,0,USD,1229658.30,13568.00
S598958A,CB,0,USD,4433414.62,146266.00
S598958A,CB,0,USD,2802850.07,101550.00
S598958A,CB,0,USD,2212446.47,96527.00
S598958A,CB,0,USD,1392329.97,55143.00
S598958A,CB,0,USD,7416512.99,23107.00
S598958A,CB,0,USD,5374393.62,53531.00
S598958A,CB,0,USD,1945368.21,113958.00
S598958A,CB,0,USD,8230129.81,24700.00
S598958A,CB,0,USD,3271425.34,288721.00
S598958A,CB,0,USD,1960007.98,9421.00
S598958A,CB,0,USD,2631827.08,257750.00
S598958A,CB,0,USD,1534771.31,1072.00
S598958A,CB,0,USD,2221377.01,4915.00
S598958A,CB,0,USD,1302591.42,49493.00
S598958A,CB,0,USD,5008414.06,94641.00
S598958A,CB,0,USD,2064165.71,14145.00
S598958A,CB,0,USD,1350978.66,7516.00
S598958A,CB,0,USD,1177857.74,724.00
S598958A,CB,0,USD,1156740.79,129694.00
S598958A,CB,0,USD,5150056.74,106648.00
S598958A,CB,0,USD,2954846.87,5506.00
S598958A,CB,0,USD,5755057.28,96529.00
S598958A,CB,0,USD,4848665.46,137671.00
S598958A,CB,0,USD,4693638.78,17320.00
S598958A,CB,0,USD,2706408.08,8432.00
S598958A,CB,0,USD,2332776.44,9458.00
S598958A,CB,0,USD,2066935.40,43606.00
S598958A,CB,0,USD,4073904.39,164133.00
S598958A,CB,0,USD,2997100.56,15594.00
S598958A,CB,0,USD,2717975.78,381693.00
S598958A,CB,0,USD,1997018.16,202949.00
S598958A,CB,0,USD,1235896.63,6132.00
S598958A,CB,0,USD,1379147.15,3449.00
S598958A,CB,0,USD,7132677.88,4982.00
S598958A,CB,0,USD,1313982.14,9039.00
S598958A,CB,0,USD,1595951.70,16317.00
S598958A,CB,0,USD,1983770.01,42272.00
S598958A,CB,0,USD,3681813.54,365622.00
S598958A,CB,0,USD,2237539.04,197488.00
S598958A,CB,0,USD,1544165.38,13170.00
S598958A,CB,0,USD,7660251.00,52493.00
S598958A,CB,0,USD,1358904.42,508.00
S598958A,CB,0,USD,2527546.68,58671.00
S598958A,CB,0,USD,1295053.05,15624.00
S598958A,CB,0,USD,1989732.62,56496.00
S598958A,CB,0,USD,5530535.73,327270.00
S598958A,CB,0,USD,5119783.34,24336.00
S598958A,CB,0,USD,1772710.74,5855.00
S598958A,CB,0,USD,1531321.96,12262.00
S598958A,CB,0,USD,3853012.71,20610.00
S598958A,CB,0,USD,5622482.28,245309.00
S598958A,CB,0,USD,1193438.78,20938.00
S598958A,CB,0,USD,2068553.70,12324.00
S598958A,CB,0,USD,3052184.93,1141.00
S598958A,CB,0,USD,2420745.98,97536.00
S598958A,CB,0,USD,1551351.90,175294.00
S598958A,CB,0,USD,3047193.56,9145.00
S598958A,CB,0,USD,2821056.12,19614.00
S598958A,CB,0,USD,1856013.12,260676.00
S598958A,CB,0,USD,1157241.57,12762.00
S598958A,CB,0,USD,1441894.27,80869.00
S598958A,CB,0,USD,1550632.54,96854.00
S598958A,CB,0,USD,6788200.88,953399.00
S598958A,CB,0,USD,1279181.67,20790.00
S598958A,CB,0,USD,1586908.85,34484.00
S598958A,CB,0,USD,1781095.35,15576.00
S598958A,CB,0,USD,7948689.23,79171.00
S598958A,CB,0,USD,3156786.61,13220.00
S598958A,CB,0,USD,1279393.81,26992.00
S598958A,CB,0,USD,1305855.64,20884.00
S598958A,CB,0,USD,1145800.81,3907.00
S598958A,CB,0,USD,4747673.44,100164.00
S598958A,CB,0,USD,2358833.52,53164.00
S598958A,CB,0,USD,2263144.24,33538.00
S598958A,CB,0,USD,2680937.24,7237.00
S598958A,CB,0,USD,1755673.81,164543.00
S598958A,CB,0,USD,4369339.69,255981.00
S598958A,CB,0,USD,9244321.80,214585.00
S598958A,CB,0,USD,1177436.69,68981.00
S598958A,CB,0,USD,1490356.61,88192.00
S598958A,CB,0,USD,1432878.08,38896.00
S598958A,CB,0,USD,1184695.47,3691.00
S598958A,CB,0,USD,3352174.86,2353.00
S598958A,CB,0,USD,2750234.61,35391.00
S598958A,CB,0,USD,4292625.51,481290.00
S598958A,CB,0,USD,1794039.94,175714.00
S598958A,CB,0,USD,1692763.80,3048.00
S598958A,CB,0,USD,8753426.90,197287.00
S598958A,CB,0,USD,6561538.18,642658.00
S598958A,CB,0,USD,1219048.48,7417.00
S598958A,CB,0,USD,2141912.27,21334.00
S598958A,CB,0,USD,2051485.40,7044.00
S598958A,CB,0,USD,1750057.81,44760.00
S598958A,CB,0,USD,7383663.35,209650.00
S598958A,CB,0,USD,1152862.41,25439.00
S598958A,CB,0,USD,1606756.57,28611.00
S598958A,CB,0,USD,1839733.09,22513.00
S598958A,CB,0,USD,2015872.18,4443.00
S598958A,CB,0,USD,8183613.68,722296.00
S598958A,CB,0,USD,1537290.24,67072.00
S598958A,CB,0,USD,1688824.63,46157.00
S598958A,CB,0,USD,1333834.43,4003.00
S598958A,CB,0,USD,1238426.27,20772.00
S598958A,CB,0,USD,4205943.55,77315.00
S598958A,CB,0,USD,1752862.53,45095.00
S598958A,CB,0,USD,2704335.04,7733.00
S598958A,CB,0,USD,2325788.90,156830.00
S598958A,CB,0,USD,5673920.85,641121.00
S598958A,CB,0,USD,1287144.63,23613.00
S598958A,CB,0,USD,8983450.08,361944.00
S598958A,CB,0,USD,1278480.34,22970.00
S598958A,CB,0,USD,1914323.39,57283.00
S598958A,CB,0,USD,7303907.28,742267.00
S598958A,CB,0,USD,3174490.69,8817.00
S598958A,CB,0,USD,2102186.43,4870.00
S598958A,CB,0,USD,1191207.88,9951.00
S598958A,CB,0,USD,2499536.65,106230.00
S598958A,CB,0,USD,1217527.12,5203.00
S598958A,CB,0,USD,1363018.70,30466.00
S598958A,CB,0,USD,2488641.34,10635.00
S598958A,CB,0,USD,2448413.09,1709.00
S598958A,CB,0,USD,1345262.14,24716.00
S598958A,CB,0,USD,6196460.79,263343.00
S598958A,CB,0,USD,6718247.75,2457.00
S598958A,CB,0,USD,1159804.36,3945.00
S598958A,CB,0,USD,1459584.14,7626.00
S598958A,CB,0,USD,2437142.05,1702.00
S598958A,CB,0,USD,1224049.90,16136.00
S598958A,CB,0,USD,3246912.02,16413.00
S598958A,CB,0,USD,1682694.64,129041.00
S598958A,CB,0,USD,1694230.59,72003.00
S598958A,CB,0,USD,2477302.59,906.00
S598958A,CB,0,USD,8996010.47,24986.00
S598958A,CB,0,USD,5698840.90,150175.00
S598958A,CB,0,USD,1778356.19,6150.00
S598958A,CB,0,USD,1506611.50,39702.00
S598958A,CB,0,USD,6922300.99,113800.00
S598958A,CB,0,USD,4721099.76,42848.00
S598958A,CB,0,USD,7593487.00,124300.00
S598958A,CB,0,USD,2022620.15,18357.00
S598958A,CB,0,USD,3108147.57,50367.00
S598958A,CB,0,USD,2190787.82,5848.00
S598958A,CB,0,USD,1612499.96,11702.00
S598958A,CB,0,USD,1526498.22,26553.00
S598958A,CB,0,USD,1311131.28,4457.00
S598958A,CB,0,USD,1506548.51,51826.00
S598958A,CB,0,USD,1230138.24,16499.00
S598958A,CB,0,USD,4413086.28,76711.00
S598958A,CB,0,USD,2061435.39,8064.00
S598958A,CB,0,USD,1299613.46,5881.00
S598958A,CB,0,USD,1384528.14,59834.00
S598958A,CB,0,USD,1166220.35,15267.00
S598958A,CB,0,USD,1793865.29,25213.00
S598958A,CB,0,USD,1905927.11,16542.00
S598958A,CB,0,USD,2733017.98,25469.00
S598958A,CB,0,USD,1170997.59,2781.00
S598958A,CB,0,USD,1292739.42,11380.00
S598958A,CB,0,USD,2839579.88,32265.00
S598958A,CB,0,USD,1253869.68,24810.00
S598958A,CB,0,USD,4250922.19,3126.00
S598958A,CB,0,USD,1168330.52,11977.00
S598958A,CB,0,USD,3097809.53,30135.00
S598958A,CB,0,USD,1251919.72,10230.00
S598958A,CB,0,USD,1505092.22,9239.00
S598958A,CB,0,USD,1378081.34,9299.00
S598958A,CB,0,USD,1486201.15,3880.00
S598958A,CB,0,USD,4007112.17,2941.00
S598958A,CB,0,USD,1607614.91,11585.00
S598958A,CB,0,USD,1902082.03,22436.00
S598958A,CB,0,USD,1887887.49,9969.00
S598958A,CB,0,USD,2861251.82,48423.00
S598958A,CB,0,USD,2317510.15,12087.00
S598958A,CB,0,USD,3237633.44,24810.00
S598958A,CB,0,USD,2618888.65,27594.00
S598958A,CB,0,USD,1158844.62,26604.00
S598958A,CB,0,USD,1383612.61,36240.00
S598958A,CB,0,USD,3149243.96,52717.00
S598958A,CB,0,USD,1278407.64,17005.00
S598958A,CB,0,USD,1641987.99,5428.00
S598958A,CB,0,USD,5435677.75,140678.00
S598958A,CB,0,USD,1361915.85,8116.00
S598958A,CB,0,USD,1183479.84,6970.00
S598958A,CB,0,USD,2113964.47,11424.00
S598958A,CB,0,USD,1269506.67,21251.00
S598958A,CB,0,USD,1872384.01,16629.00
S598958A,CB,0,USD,3068989.84,92247.00
S598958A,CB,0,USD,1602744.39,31998.00
S598958A,CB,0,USD,1606644.99,8314.00
S598958A,CB,0,USD,2247703.84,23683.00
S598958A,CB,0,USD,2246547.24,34091.00
S598958A,CB,0,USD,1792762.29,21184.00
S598958A,CB,0,USD,1687737.09,12248.00
S598958A,CB,0,USD,1252637.91,7386.00
S598958A,CB,0,USD,5980127.82,35178.00
S598958A,CB,0,USD,2601524.84,7357.00
S598958A,CB,0,USD,4178663.62,35661.00
S598958A,CB,0,USD,2863439.82,48264.00
S598958A,CB,0,USD,1443045.04,16823.00
S598958A,CB,0,USD,2109452.12,12141.00
S598958A,CB,0,USD,4707920.22,28906.00
S598958A,CB,0,USD,1542475.90,27000.00
S598958A,CB,0,USD,3225546.70,19800.00
S598958A,CB,0,USD,2367783.39,74601.00
S598958A,CB,0,USD,3337307.67,27054.00
S598958A,CB,0,USD,1251201.99,25201.00
S598958A,CB,0,USD,5002729.42,36200.00
S598958A,CB,0,USD,2165587.03,15405.00
S598958A,CB,0,USD,1777984.62,6044.00
S598958A,CB,0,USD,1490160.80,29720.00
S598958A,CB,0,USD,1174044.43,9577.00
S598958A,CB,0,USD,1858046.45,4645.00
S598958A,CB,0,USD,2006242.12,69087.00
S598958A,CB,0,USD,1473003.00,14420.00
S598958A,CB,0,USD,1257715.40,4166.00
S598958A,CB,0,USD,4681686.83,61288.00
S598958A,CB,0,USD,1538690.23,42517.00
S598958A,CB,0,USD,1923214.41,20774.00
S598958A,CB,0,USD,1139868.96,11112.00
S598958A,CB,0,USD,2215792.15,7207.00
S598958A,CB,0,USD,3662342.21,7291.00
S598958A,CB,0,USD,1280590.11,8287.00
S598958A,CB,0,USD,2616818.73,16061.00
S598958A,CB,0,USD,1206500.88,6348.00
S598958A,CB,0,USD,2557488.16,10982.00
S598958A,CB,0,USD,3494286.24,12181.00
S598958A,CB,0,USD,1151655.31,36023.00
S598958A,CB,0,USD,1338324.87,3813.00
S598958A,CB,0,USD,2928029.55,22619.00
S598958A,CB,0,USD,1345976.10,10143.00
S598958A,CB,0,USD,1552157.91,3813.00
S598958A,CB,0,USD,2792619.33,37733.00
S598958A,CB,0,USD,6032557.76,13604.00
S598958A,CB,0,USD,1205724.45,7413.00
S598958A,CB,0,USD,2041099.90,1498.00
S598958A,CB,0,USD,1213571.70,14355.00
S598958A,CB,0,USD,1405739.01,24191.00
S598958A,CB,0,USD,1411381.28,238409.00
S598958A,CB,0,USD,7008256.20,37020.00
S598958A,CB,0,USD,2011306.89,1479.00
S598958A,CB,0,USD,2604148.00,8780.00
S598958A,CB,0,USD,1709330.40,5965.00
S598958A,CB,0,USD,1664208.81,10313.00
S598958A,CB,0,USD,2932147.80,98892.00
S598958A,CB,0,USD,1880373.80,1220.00
S598958A,CB,0,USD,1393501.55,27545.00
S598958A,CB,0,USD,1399668.18,39561.00
S598958A,CB,0,USD,1519336.10,45530.00
S598958A,CB,0,USD,1366255.90,47015.00
S598958A,CB,0,USD,2029418.04,52494.00
S598958A,CB,0,USD,1577353.75,17773.00
S598958A,CB,0,USD,5099159.52,13923.00
S598958A,CB,0,USD,3126997.67,28591.00
S598958A,CB,0,USD,1124281.48,8134.00
S598958A,CB,0,USD,3129847.28,14728.00
S598958A,CB,0,USD,1338095.50,18305.00
S598958A,CB,0,USD,4384095.36,94648.00
S598958A,CB,0,USD,1165282.56,8928.00
S598958A,CB,0,USD,4349842.24,16936.00
S598958A,CB,0,USD,5776603.56,19962.00
S598958A,CB,0,USD,2796334.23,15263.00
S598958A,CB,0,USD,4625679.15,27065.00
S598958A,CB,0,USD,1841479.92,11606.00
S598958A,CB,0,USD,1126508.07,16771.00
S598958A,CB,0,USD,4860018.60,7949.00
S598958A,CB,0,USD,1267112.60,10270.00
S598958A,CB,0,USD,2023408.02,11901.00
S598958A,CB,0,USD,3382202.73,35169.00
S598958A,CB,0,USD,4708680.68,4906.00
S598958A,CB,0,USD,1454117.04,87492.00
S598958A,CB,0,USD,2028951.18,25071.00
S598958A,CB,0,USD,1258370.21,11157.00
S598958A,CB,0,USD,2193342.33,13487.00
S598958A,CB,0,USD,1658352.60,4605.00
S598958A,CB,0,USD,3178674.16,13528.00
S598958A,CB,0,USD,1215083.80,6286.00
S598958A,CB,0,USD,3924534.40,42015.00
S598958A,CB,0,USD,1287847.75,8687.00
S598958A,CB,0,USD,1141388.98,5651.00
S598958A,CB,0,USD,2691873.45,3895.00
S598958A,CB,0,USD,2042841.35,3715.00
S598958A,CB,0,USD,2255986.95,9359.00
S598958A,CB,0,USD,1650124.73,8711.00
S598958A,CB,0,USD,1568137.86,14908.00
S598958A,CB,0,USD,2606297.75,19908.00
S598958A,CB,0,USD,1410676.11,26542.00
S598958A,CB,0,USD,1196260.40,10207.00
S598958A,CB,0,USD,3822149.77,40787.00
S598958A,CB,0,USD,1249706.38,10999.00
S598958A,CB,0,USD,2394160.56,10824.00
